电影名,评分,评价人数,链接,时间,演员,imdb_link
一条叫旺达的鱼,7.7,19124.0,https://movie.douban.com/subject/1292440/,1988-07-07 00:00:00,"['约翰·克立斯', '杰米·李·柯蒂斯', '凯文·克莱恩', '麦克·帕林', '美国']",http://www.imdb.com/title/tt0095159
一枝梅,8.3,12928.0,https://movie.douban.com/subject/3055431/,2008-05-21(韩国),"['李准基', '韩孝周', '李英雅', '朴施厚', '李文植']",http://www.imdb.com/title/tt1622764
一树梨花压海棠,7.9,73563.0,https://movie.douban.com/subject/1296778/,1997-09-27 00:00:00,"['杰瑞米·艾恩斯', '梅兰尼·格里菲斯', '弗兰克·兰格拉', '多米尼克·斯万', 'Suz",http://www.imdb.com/title/tt0119558
一次别离,8.7,114450.0,https://movie.douban.com/subject/5964718/,2011-03-16(伊朗),"['2012-11-13(中国大陆)', '蕾拉·哈塔米', '佩曼·莫阿迪', '沙哈布·侯赛尼'",http://www.imdb.com/title/tt1832382
一步之遥,6.2,165866.0,https://movie.douban.com/subject/6126442/,2014-12-18(中国大陆),"['姜文', '葛优', '周韵', '舒淇', '文章']",http://www.imdb.com/title/tt2168000
一球成名,7.4,24320.0,https://movie.douban.com/subject/1437204/,2005-09-30(英国),"['2006-03-24(中国大陆)', '库诺·贝克', '亚历桑德罗·尼沃拉', '马塞尔·尤勒",http://www.imdb.com/title/tt0380389
一生一世,5.1,66600.0,https://movie.douban.com/subject/25713408/,2014-09-04(香港),"['2014-09-05(中国大陆)', '谢霆锋', '高圆圆', '杜海涛', '洛诗']",http://www.imdb.com/title/tt3906444
一石二鸟,4,15389.0,https://movie.douban.com/subject/1457319/,2005-01-16(中国大陆),"['吴宗宪', '吴孟达', '雪村', '林心如', '曾志伟']",http://www.imdb.com/title/tt1239466
一米阳光,6.9,12278.0,https://movie.douban.com/subject/2248530/,2004-03-01(中国大陆),"['何润东', '孙俪', '印小天', '于娜', '中国大陆']",
一级恐惧,8.3,76143.0,https://movie.douban.com/subject/1296217/,1996-04-03(美国),"['理查·基尔', '劳拉·琳妮', '约翰·马奥尼', '阿尔法·伍达德', '弗兰西斯·麦克多蒙",http://www.imdb.com/title/tt0117381
一线声机,7.2,16359.0,https://movie.douban.com/subject/1326208/,2004-09-10(美国),"['克里斯·埃文斯', '金·贝辛格', '威廉姆·H·梅西', '杰森·斯坦森', '杰西卡·贝尔",http://www.imdb.com/title/tt0337921
一起来看流星雨,4,14762.0,https://movie.douban.com/subject/3546712/,2009-08-08(中国大陆),"['郑爽', '张翰', '俞灏明', '魏晨', '朱梓骁']",http://www.imdb.com/title/tt6686280
一起用餐吧,8.5,11756.0,https://movie.douban.com/subject/25767582/,2013-11-28(韩国),"['尹斗俊', '李水京', '沈亨倬', '尹素熙', '郑秀英']",http://www.imdb.com/title/tt3385484
一路惊喜,5,24101.0,https://movie.douban.com/subject/25880244/,2015-02-06(中国大陆),"['郭采洁', '萧敬腾', '赵丽颖', '凤小岳', '夏雨']",http://www.imdb.com/title/tt4481934
一路有你,6,13243.0,https://movie.douban.com/subject/3574559/,2010-12-31 00:00:00,"['古天乐', '莫文蔚', '黄奕', '印小天', '陈西贝']",http://www.imdb.com/title/tt1797547
一页台北,6.6,69170.0,https://movie.douban.com/subject/3217122/,2010-04-02 00:00:00,"['郭采洁', '姚淳耀', '张孝全', '杨祐宁', '柯宇纶']",http://www.imdb.com/title/tt1291125
丁丁历险记,7.6,86161.0,https://movie.douban.com/subject/2028669/,2011-11-15(中国大陆),"['2011-12-21(美国)', '杰米·贝尔', '安迪·瑟金斯', '丹尼尔·克雷格', '",http://www.imdb.com/title/tt0983193
七个神经病,7.6,47816.0,https://movie.douban.com/subject/6753166/,2012-10-12(美国),"['2012-12-07(英国)', '科林·法瑞尔', '山姆·洛克威尔', '伍迪·哈里森', ",http://www.imdb.com/title/tt1931533
七剑,5.8,40113.0,https://movie.douban.com/subject/1401205/,2005-07-29(中国大陆),"['甄子丹', '黎明', '杨采妮', '张静初', '孙红雷']",http://www.imdb.com/title/tt0429078
七天,7.5,18270.0,https://movie.douban.com/subject/2999500/,2007-11-14(韩国),"['金允珍', '朴熙顺', '金美淑', '李振宪', '杨镇宇']",http://www.imdb.com/title/tt0997229
七宗罪,8.7,396626.0,https://movie.douban.com/subject/1292223/,1995-09-22(美国),"['摩根·弗里曼', '布拉德·皮特', '凯文·史派西', '格温妮斯·帕特洛', '安德鲁·凯文",http://www.imdb.com/title/tt0114369
七年之痒,7.4,12714.0,https://movie.douban.com/subject/1294379/,1955-06-03 00:00:00,"['玛丽莲·梦露', '汤姆·伊威尔', '伊夫林·凯耶斯', '索尼·杜夫特斯', '奥斯卡·霍莫",http://www.imdb.com/title/tt0048605
七月与安生,7.6,165885.0,https://movie.douban.com/subject/25827935/,2016-09-14(中国大陆),"['2016-10-27(香港)', '周冬雨', '马思纯', '李程彬', '李萍']",http://www.imdb.com/title/tt6054290
七武士,9.1,65277.0,https://movie.douban.com/subject/1295399/,1954-04-26(日本),"['三船敏郎', '志村乔', '稻叶义男', '宫口精二', '千秋实']",http://www.imdb.com/title/tt0047478
七磅,8.1,86970.0,https://movie.douban.com/subject/2969282/,2008-12-19 00:00:00,"['威尔·史密斯', '罗莎里奥·道森', '伍迪·哈里森', '巴里·佩珀', '迈克尔·伊雷']",http://www.imdb.com/title/tt0814314
七音符,6.6,17740.0,https://movie.douban.com/subject/3074676/,2008-04-03 00:00:00,"['张根锡', '车艺莲', '郑义哲', '韩国', 'www.doremi403.com']",http://www.imdb.com/title/tt1669582
七龙珠,8.9,34885.0,https://movie.douban.com/subject/1782006/,1986-02-26(日本),"['野泽雅子', '八奈见乘儿', '鹤广美', '日本', '西尾大介']",http://www.imdb.com/title/tt0088509
万万没想到,5.6,109759.0,https://movie.douban.com/subject/26320029/,2015-12-18(中国大陆),"['白客', '杨子姗', '陈柏霖', '马天宇', '刘循子墨']",http://www.imdb.com/title/tt5266678
万万没想到之小兵过年,6.6,14114.0,https://movie.douban.com/subject/25796146/,2014-01-04(中国大陆),"['白客', '马可', '戚薇', '中国大陆', '易小星']",
万万没想到第一季,8.2,43965.0,https://movie.douban.com/subject/24904361/,2013-08-06(中国大陆),"['白客', '葛布', '易小星', '张本煜', '中国大陆']",
万万没想到第二季,7.5,14592.0,https://movie.douban.com/subject/25899507/,2014-07-01(中国大陆),"['白客', '葛布', '易小星', '张本煜', '韩寒']",
万有引力,6.4,74866.0,https://movie.douban.com/subject/4906427/,2011-04-08(中国大陆),"['文章', '白百何', '郭涛', '张静初', '戴立忍']",http://www.imdb.com/title/tt1887945
万物理论,8,97594.0,https://movie.douban.com/subject/24815950/,2014-09-07(多伦多电影节),"['2014-11-26(美国)', '2015-01-01(英国)', '埃迪·雷德梅恩', '菲",http://www.imdb.com/title/tt2980516
万物生长,5.9,89844.0,https://movie.douban.com/subject/25872931/,2015-04-17(中国大陆),"['范冰冰', '韩庚', '齐溪', '沈婷婷', '沙溢']",http://www.imdb.com/title/tt4255554
万箭穿心,8.4,66343.0,https://movie.douban.com/subject/10537853/,2012-11-16(中国大陆),"['颜丙燕', '陈刚', '焦刚', '李现', '赵倩']",http://www.imdb.com/title/tt2513344
万能钥匙,7.8,145158.0,https://movie.douban.com/subject/1418752/,2005-07-29(英国),"['2005-08-12(美国)', '凯特·哈德森', '吉娜·罗兰兹', '约翰·赫特', '彼",http://www.imdb.com/title/tt0397101
丈夫得了抑郁症,8,33958.0,https://movie.douban.com/subject/5968334/,2011-10-08(日本),"['宫崎葵', '堺雅人', '余贵美子', '大杉涟', '田村三郎']",http://www.imdb.com/title/tt1810833
三个和尚,8.6,50597.0,https://movie.douban.com/subject/1431699/,1982-02(西德),"['中国大陆', '徐景达', '马克宣', '20分钟', '动画']",http://www.imdb.com/title/tt0133191
三个火枪手,6.7,42918.0,https://movie.douban.com/subject/4035906/,2011-10-14(美国),"['2012-05-15(中国大陆)', '马修·麦克费登', '米拉·乔沃维奇', '卢克·伊万斯",http://www.imdb.com/title/tt1509767
三傻大闹宝莱坞,9.1,596413.0,https://movie.douban.com/subject/3793023/,2009-12-25(印度),"['2011-12-08(中国大陆)', '阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙",http://www.imdb.com/title/tt1187043
三只小猪,7.6,10843.0,https://movie.douban.com/subject/1304978/,1933-05-27(美国),"['比利·布莱彻', '品托·考维格', 'Dorothy Compton', 'Mary Mode",http://www.imdb.com/title/tt0024660
三国,7.4,21123.0,https://movie.douban.com/subject/3237723/,2010-05-02(中国大陆),"['陈建斌', '陆毅', '于和伟', '于荣光', '康凯']",http://www.imdb.com/title/tt1514753
三国之见龙卸甲,5.1,39879.0,https://movie.douban.com/subject/1947091/,2008-04-03(中国大陆),"['刘德华', '洪金宝', '李美琪', '吴建豪', '濮存昕']",http://www.imdb.com/title/tt0882978
三城记,6.1,16295.0,https://movie.douban.com/subject/24751764/,2015-08-27(中国大陆),"['刘青云', '汤唯', '秦海璐', '井柏然', '黄觉']",http://www.imdb.com/title/tt3682770
三少爷的剑,5.5,12117.0,https://movie.douban.com/subject/21350556/,2016-12-02(中国大陆),"['2016-10-21(罗马国际电影节)', '林更新', '何润东', '江一燕', '蒋梦婕'",http://www.imdb.com/title/tt5269396
三岔口,6.5,31232.0,https://movie.douban.com/subject/1310185/,2005-04-28(香港),"['吴彦祖', '郭富城', '郑伊健', '罗嘉良', '李心洁']",http://www.imdb.com/title/tt0455195
三峡好人,8,45468.0,https://movie.douban.com/subject/1872133/,2006-12-14(中国大陆),"['赵涛', '韩三明', '王宏伟', '中国大陆', '贾樟柯']",http://www.imdb.com/title/tt0859765
三更,7.3,14849.0,https://movie.douban.com/subject/1307488/,2002-08-15(香港),"['黎明', '曾志伟', '原丽淇', '金惠秀', '郑宝石']",http://www.imdb.com/title/tt0324242
三枪拍案惊奇,4.6,70975.0,https://movie.douban.com/subject/3718447/,2009-12-11(中国大陆),"['2009-12-24(香港)', '小沈阳', '闫妮', '孙红雷', '倪大红']",http://www.imdb.com/title/tt1428556
三毛从军记,8.3,45922.0,https://movie.douban.com/subject/2132220/,1992-10(中国大陆),"['贾林', '魏宗万', '孙飞虎', '朱艺', '李颖']",http://www.imdb.com/title/tt5781778
三笑之才子佳人,4,11977.0,https://movie.douban.com/subject/3993553/,2010-05-07(中国大陆),"['郭德纲', '姚笛', '郭柯宇', '张恒', '于谦']",
上帝之城,8.9,142573.0,https://movie.douban.com/subject/1292208/,2002-05-18(戛纳电影节),"['2002-08-30(巴西)', '亚历桑德雷·罗德里格斯', 'Leandro Firmino",http://www.imdb.com/title/tt0317248
上帝也疯狂,8.6,84619.0,https://movie.douban.com/subject/1297478/,1980-09-10(南非),"['1981-08-21(挪威)', 'Marius Weyers', 'Sandra Prinsl",http://www.imdb.com/title/tt0080801
上帝也疯狂2,8.8,38129.0,https://movie.douban.com/subject/1294490/,1989-07-26 00:00:00,"['历苏', 'Lena Farugia', 'Hans Strydom', '博茨瓦纳', '南非",http://www.imdb.com/title/tt0097443
上帝保佑美国,7.8,29843.0,https://movie.douban.com/subject/6768838/,2012-05-11(美国),"['2011-09-09(加拿大多伦多国际电影节)', '乔尔·默里', '塔拉·林内·巴尔', '",http://www.imdb.com/title/tt1912398
上海正午,6.3,17554.0,https://movie.douban.com/subject/1297866/,2000-05-26(美国),"['2000-06-01(香港)', '成龙', '欧文·威尔逊', '刘玉玲', 'Brandon",http://www.imdb.com/title/tt0184894
上海滩,8.9,11868.0,https://movie.douban.com/subject/1299645/,1980-03-10(香港),"['周润发', '赵雅芝', '吕良伟', '刘丹', '汤镇业']",http://www.imdb.com/title/tt0086298
上车走吧,7.9,10751.0,https://movie.douban.com/subject/1663415/,高虎,"['黄渤', '陈宁', '姜彤', '胡晓光', '孙颖飞']",
上锁的房间,7.8,17983.0,https://movie.douban.com/subject/10521668/,2012-04-16(日本),"['大野智', '户田惠梨香', '佐藤浩市', '能年玲奈', '风间杜夫']",http://www.imdb.com/title/tt2284143
上错花轿嫁对郎,7.2,28876.0,https://movie.douban.com/subject/2229576/,2001-01-02(中国大陆),"['黄奕', '李佳璘', '聂远', '沙溢', '师小红']",
下一站…天后,6.5,24554.0,https://movie.douban.com/subject/1299649/,2003-03-13(香港),"['蔡卓妍', '陈小春', '余文乐', '周丽淇', '韩君婷']",http://www.imdb.com/title/tt0366371
下一站，幸福,8,31140.0,https://movie.douban.com/subject/4059238/,2009-10-04(台湾),"['吴建豪', '安以轩', '许玮甯', '吴慷仁', '台湾']",http://www.imdb.com/title/tt3530668
下一站，说爱你,7.9,46418.0,https://movie.douban.com/subject/4022090/,2009-10-15 00:00:00,"['Theeradeth Wonpuapan', '安苏玛琳·瑟拉帕萨默莎', '克丽丝·霍旺', ",http://www.imdb.com/title/tt1621642
下妻物语,7.9,43207.0,https://movie.douban.com/subject/1388175/,2004-05-29(日本),"['深田恭子', '土屋安娜', '宫迫博之', '筱原凉子', '阿部隆史']",http://www.imdb.com/title/tt0416220
下流祖父,6.3,11331.0,https://movie.douban.com/subject/24325872/,2016-01-22(美国),"['罗伯特·德尼罗', '扎克·埃夫隆', '奥布瑞·普拉扎', '佐伊·达奇', '朱莉安·浩夫'",http://www.imdb.com/title/tt1860213
不一样的天空,8.6,73500.0,https://movie.douban.com/subject/1301617/,1993-12-17(美国),"['约翰尼·德普', '莱昂纳多·迪卡普里奥', '朱丽叶特·刘易斯', '玛丽·斯汀伯根', '达",http://www.imdb.com/title/tt0108550
不二神探,4.6,88424.0,https://movie.douban.com/subject/10604486/,2013-06-21(中国大陆),"['文章', '李连杰', '刘诗诗', '陈妍希', '柳岩']",http://www.imdb.com/title/tt2644714
不再沉默,7.7,15804.0,https://movie.douban.com/subject/1771061/,2005-05-01(美国),"['克里斯汀·斯图尔特', '伊丽莎白·帕金斯', '罗伯特·约翰·伯克', '迈克尔·安格拉诺',",http://www.imdb.com/title/tt0378793
不再让你孤单,7,89766.0,https://movie.douban.com/subject/4728584/,2011-05-13(中国大陆),"['刘烨', '舒淇', '田亮', '冯丹滢', '黄秋生']",http://www.imdb.com/title/tt1934335
不可思异,3.8,13412.0,https://movie.douban.com/subject/26277156/,2015-12-04(中国大陆),"['王宝强', '小沈阳', '董成鹏', '尹正', '成毅']",http://www.imdb.com/title/tt5114564
不可饶恕,8.4,27640.0,https://movie.douban.com/subject/1293566/,1992-08-03(美国),"['克林特·伊斯特伍德', '吉恩·哈克曼', '摩根·弗里曼', '理查德·哈里斯', '杰姆·沃",http://www.imdb.com/title/tt0105695
不后悔,7.3,10258.0,https://movie.douban.com/subject/2055699/,2006-11-16 00:00:00,"['李永勋', '金南佶', '金东旭', '韩国', '李宋喜一']",http://www.imdb.com/title/tt0996948
不夜城,8.2,14999.0,https://movie.douban.com/subject/1307679/,1998-06-27(日本),"['金城武', '山本未来', '椎名桔平', '郎雄', '曾志伟']",http://www.imdb.com/title/tt0169929
不忠,7.4,17140.0,https://movie.douban.com/subject/1305456/,2002-05-10(美国),"['戴安·琳恩', '理查·基尔', '奥利维·马丁内兹', '埃里克·佩尔·沙利文', '米歇尔·",http://www.imdb.com/title/tt0250797
不明身份,7,34594.0,https://movie.douban.com/subject/3614963/,2011-02-18(美国),"['2011-11-01(中国大陆)', '连姆·尼森', '黛安·克鲁格', '詹纽瑞·琼斯', ",http://www.imdb.com/title/tt1401152
不朽的园丁,8,16354.0,https://movie.douban.com/subject/1419856/,2005-11-11(英国),"['拉尔夫·费因斯', '蕾切尔·薇兹', '哈勃·孔黛', '丹尼·赫斯顿', '比尔·奈伊']",http://www.imdb.com/title/tt0387131
不求上进的玉子,7.2,24306.0,https://movie.douban.com/subject/25704588/,2013-11-23(日本),"['前田敦子', '康巢恩', '铃木庆一', '中村久美', '富田靖子']",http://www.imdb.com/title/tt3134060
不结婚,8.1,28743.0,https://movie.douban.com/subject/11614086/,2012-10-11(日本),"['菅野美穗', '天海祐希', '玉木宏', '小市慢太郎', '三吉彩花']",http://www.imdb.com/title/tt2354704
不能没有你,8.3,28073.0,https://movie.douban.com/subject/3805953/,2009-08-14 00:00:00,"['陈文彬', '赵祐萱', '林志儒', '台湾', '戴立忍']",http://www.imdb.com/title/tt1456584
不能结婚的男人,8.9,17652.0,https://movie.douban.com/subject/2160933/,2006-07-04 00:00:00,"['阿部宽', '夏川结衣', '国仲凉子', '塚本高史', '尾美利德']",http://www.imdb.com/title/tt1252621
不能说的夏天,6.9,10282.0,https://movie.douban.com/subject/25743833/,2014-10-03(釜山电影节),"['2014-10-24(中国大陆/台湾)', '徐若瑄', '郭采洁', '贾静雯', '戴立忍'",http://www.imdb.com/title/tt4024410
不能说的秘密,7.5,226051.0,https://movie.douban.com/subject/2124724/,2007-07-27(台湾),"['2007-07-31(中国大陆)', '周杰伦', '桂纶镁', '黄秋生', '曾恺玹']",http://www.imdb.com/title/tt1037850
不要和陌生人说话,7.7,24130.0,https://movie.douban.com/subject/2148374/,2001-10-22(中国大陆),"['冯远征', '梅婷', '王学兵', '董晓燕', '曹卫宇']",
不要嘲笑我们的性,6.7,10796.0,https://movie.douban.com/subject/1979076/,2008-01-19(日本),"['永作博美', '松山研一', '苍井优', '忍成修吾', '温水洋一']",http://www.imdb.com/title/tt0945550
不要回头,6.3,18128.0,https://movie.douban.com/subject/2213119/,2009-05-16(戛纳电影节),"['2009-06-03(法国)', '2010-03-06(中国大陆)', '莫妮卡·贝鲁奇', ",http://www.imdb.com/title/tt1075113
不要恋爱要结婚,7.9,12284.0,https://movie.douban.com/subject/25876765/,2014-07-04(韩国),"['延宇振', '韩可露', '郑镇云', '韩善花', '韩国']",http://www.imdb.com/title/tt4215538
不见不散,7.8,86822.0,https://movie.douban.com/subject/1307014/,1998-12-24(中国大陆),"['葛优', '徐帆', '中国大陆', '冯小刚', '103分钟']",http://www.imdb.com/title/tt0199354
不请自来,6.7,12091.0,https://movie.douban.com/subject/2127788/,2009-01-30 00:00:00,"['艾米莉·布朗宁', '阿莉尔·凯贝尔', '伊丽莎白·班克斯', '大卫·斯特雷泽恩', 'Ma",http://www.imdb.com/title/tt0815245
与时尚同居,5.6,24863.0,https://movie.douban.com/subject/6101834/,2011-10-21(中国大陆),"['周渝民', '徐若瑄', '乔任梁', '谭咏麟', '春晓']",http://www.imdb.com/title/tt2106763
与歌同行,7.8,10964.0,https://movie.douban.com/subject/1422922/,2005-11-18(美国),"['杰昆·菲尼克斯', '瑞茜·威瑟斯彭', '罗伯特·帕特里克', 'Shelby Lynne',",http://www.imdb.com/title/tt0358273
