genres,name,rating,ratingCount,imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
Documentary Short,Extremis  ,7.3,1454,http://www.imdb.com/title/tt5538078,61,8.2,3903,人生末路,(评价人数不足),,https://movie.douban.com/subject/26785164/,2016-04-17(翠贝卡电影节),"['美国', 'Dan Krauss', '24分钟', '人生末路', '纪录片']"
Short Action,Human Revolution  ,6.9,202,http://www.imdb.com/title/tt3619204,24,5.6,3948,人类革命.拯救梅甘,(评价人数不足),,https://movie.douban.com/subject/26921170/,2014-03-25 00:00:00,"['Bayardo Cesar Ampie', 'Juan Bofill', 'Liannet Bo"
Drama,Risk Management             ,8.4,422,http://www.imdb.com/title/tt5376026,5122,9.3,4020,亿万第二季,(尚未上映),,https://movie.douban.com/subject/26717030/,2017-02-20(美国),"['戴米恩·路易斯', '保罗·吉亚玛提', '玛姬·丝弗', '玛琳·阿克曼', '玛丽·露易斯·"
Documentary History,What Is Cinema?  ,6.1,200,http://www.imdb.com/title/tt3016642,28,6.2,4024,什么是电影？,(评价人数不足),,https://movie.douban.com/subject/25706976/,2013-06-06 00:00:00,"['大卫·林奇', '香特尔·阿克曼', '迈克·李', '乔纳斯·梅卡斯', '罗伯特·奥特曼']"
Comedy Sport,Soccer Killer  ,3.6,11,http://www.imdb.com/title/tt6513338,2313,2.6,4159,仙球大战,(尚未上映),,https://movie.douban.com/subject/25863024/,2017-02-14(中国大陆),"['何炅', '钟欣潼', '蔡卓妍', '邓丽欣', '马丽']"
Biography Drama,Au nom de ma fille  ,6.9,808,http://www.imdb.com/title/tt4228810,33,8.0,4178,以女儿之名,(评价人数不足),,https://movie.douban.com/subject/26384493/,丹尼尔·奥图,"['玛丽-乔西·克罗兹', '塞巴斯蒂安·科赫', '法国', '文森特·贾洪', '以女儿之名']"
Action Drama,Temper  ,7.4,3877,http://www.imdb.com/title/tt4442758,35,7.5,4197,任性,(评价人数不足),,https://movie.douban.com/subject/26331188/,2015-02-13 00:00:00,"['Junior N.T.R.', '卡加 艾嘉', '印度', 'Puri Jagannadh',"
Documentary,The Islamic State             ,7.7,46,http://www.imdb.com/title/tt4191210,30,8.1,4224,伊斯兰国,(评价人数不足),,https://movie.douban.com/subject/25960726/,2014-08-14 00:00:00,"['Medyan Dairieh', '美国', 'Medyan Dairieh', '42:32'"
Documentary,Kedi  ,7.9,2426,http://www.imdb.com/title/tt4420704,3107,8.6,4227,伊斯坦布尔的猫,(评价人数不足),,https://movie.douban.com/subject/26806099/,2016-02-21(土耳其),"['2016-05-21(西雅图国际电影节)', '土耳其 Turkey', '美国', '德国',"
Drama Romance Thriller,Les fantômes d'Ismaël  ,5.9,437,http://www.imdb.com/title/tt5687040,96,5.7,4229,伊斯梅尔的幽魂,(尚未上映),,https://movie.douban.com/subject/26785580/,2017(法国),"['马修·阿马立克', '夏洛特·甘斯布', '玛丽昂·歌迪亚', '路易·加瑞尔', '法国']"
Documentary,"Isabelle Huppert, une vie pour jouer  ",6.9,13,http://www.imdb.com/title/tt1772921,140,9.1,4242,伊莎贝尔·于佩尔：献给表演的人生,(评价人数不足),,https://movie.douban.com/subject/6858384/,2010-05-20(法国),"['伊莎贝尔·于佩尔', '法国', 'serge toubiana', '52分钟', '伊莎贝尔"
Animation,Kizumonogatari III: Reiketsu-hen  ,8.3,139,http://www.imdb.com/title/tt5084198,688,8.5,4346,伤物语3：冷血篇,(尚未上映),,https://movie.douban.com/subject/26635321/,2017-01-06 00:00:00,"['神谷浩史', '坂本真绫', '堀江由衣', '樱井孝宏', '日本']"
Documentary War Short,London Can Take It!  ,7.1,450,http://www.imdb.com/title/tt0032723,30,7.9,4355,伦敦可以坚持,(评价人数不足),,https://movie.douban.com/subject/3189567/,2005-04-01 00:00:00,"['Quentin Reynolds', '英国', 'Humphrey Jennings', 'H"
Comedy,Episode #3.1             ,6.2,10,http://www.imdb.com/title/tt4298734,48,7.2,4449,体育老师第三季,(评价人数不足),,https://movie.douban.com/subject/26781809/,Dmitriy Nagiev,"['Anastasiya Panina', '俄罗斯', 'Dmitry Gubarev', '体育"
Documentary,Firenze e gli Uffizi 3D/4K  ,7.4,85,http://www.imdb.com/title/tt5295134,1411,7.9,4475,佛罗伦萨与乌菲兹美术馆,(评价人数不足),,https://movie.douban.com/subject/26671329/,2015-11-21 00:00:00,"['西蒙·梅雷尔斯', 'Antonio Natali', ""Simone D'Andrea"", '"
Drama Fantasy Romance,Dangshin Geogi Iteojoorraeyo  ,7.0,217,http://www.imdb.com/title/tt6434022,1585,6.7,4494,你会在那里吗？,(评价人数不足),,https://movie.douban.com/subject/26352412/,2016-12-14(韩国),"['金允石', '卞耀汉', '金高云', '朴秀慧', '韩国']"
Documentary History,Your Day Is My Night  ,6.6,12,http://www.imdb.com/title/tt2510468,33,6.9,4543,你的白天是我的黑夜,(评价人数不足),,https://movie.douban.com/subject/21320265/,美国,"['Lynne Sachs', '63min', '你的白天是我的黑夜', '纪录片', '舞台艺术"
Comedy Drama Romance,This Is Not What I Expected  ,6.5,299,http://www.imdb.com/title/tt6772874,117546,7.0,4546,你看上去很好吃,(尚未上映),,https://movie.douban.com/subject/26816383/,金城武,"['周冬雨', '孙艺洲', '奚梦瑶', '高晓松', '中国大陆']"
Drama Sci-Fi,The Handmaid's Tale             ,8.7,21335,http://www.imdb.com/title/tt5834204,7716,8.8,4581,使女的故事,(尚未上映),,https://movie.douban.com/subject/26784967/,约瑟夫·费因斯,"['伊丽莎白·莫斯', '麦克思·明格拉', '安·唐德', '萨米拉·威利', '玛德琳·布鲁尔'"
Documentary,Supplements and Safety             ,7.1,31,http://www.imdb.com/title/tt5357204,35,7.6,4675,保健品和安全,(评价人数不足),,https://movie.douban.com/subject/26721265/,2016-01-19 00:00:00,"['Sarah Childress', 'Gillian Findlay', 'Will Lyman"
Drama,Réparer les vivants  ,7.2,856,http://www.imdb.com/title/tt5096536,209,7.6,4725,修复生命,(评价人数不足),,https://movie.douban.com/subject/26614201/,2016-09-04(威尼斯电影节),"['2016-11-02(法国)', '塔哈·拉希姆', '艾玛纽尔·塞尼耶', '安妮·杜尔瓦勒'"
Action Comedy Drama,Brindaavanam  ,7.2,2583,http://www.imdb.com/title/tt1661031,40,8.5,4810,假戏真做阖家欢,(评价人数不足),,https://movie.douban.com/subject/5151605/,2010-10-14 00:00:00,"['NTR Jr.', 'Kajal Aggarwal', 'Samantha', '印度', 'V"
Short Sci-Fi,Kamen Raidâ Faizu Haipâ Batoru Bideo  ,3.3,21,http://www.imdb.com/title/tt2028507,30,7.5,4829,假面骑士555超战斗影像,(评价人数不足),,https://movie.douban.com/subject/6796546/,2003-09-01 00:00:00,"['半田健人', '芳贺优里亚', '溝呂木賢', '泉政行', '加藤美佳']"
Action Adventure Drama,Kamen Raidâ Sutorongâ             ,5.3,40,http://www.imdb.com/title/tt0156672,27,7.1,4856,假面骑士Stronger,(评价人数不足),,https://movie.douban.com/subject/3763008/,1975-04-05 00:00:00,"['荒木茂', '岡田京子', '小林昭二', '日本', '塚田正熙']"
Short Sci-Fi,Kamen Rider Kuuga vs. the Strong Monster Go-Jiino-Da  ,3.6,18,http://www.imdb.com/title/tt2022438,34,7.0,4894,假面骑士空我vs刚力怪人Go·Jiino·Da,(评价人数不足),,https://movie.douban.com/subject/6792303/,2000-08-27 00:00:00,"['小田切让', '葛山信吾', '村田和美', '立木文彦', '日本']"
Horror Thriller,The Mooring  ,4.4,987,http://www.imdb.com/title/tt1568929,41,3.1,4916,停泊,(评价人数不足),,https://movie.douban.com/subject/5158843/,Hallie Todd,"['Thomas Wilson Brown', 'Karli Blalock', '美国', 'Gl"
Comedy,Jian wang cun  ,6.1,307,http://www.imdb.com/title/tt6461526,44441,6.7,4925,健忘村,(尚未上映),,https://movie.douban.com/subject/26717795/,2017-01-28(中国大陆/台湾),"['舒淇', '王千源', '张孝全', '曾志伟', '杨祐宁']"
,Ao jiao yu pian jian  ,6.0,42,http://www.imdb.com/title/tt6857276,17621,5.1,4991,傲娇与偏见,(评价人数不足),,https://movie.douban.com/subject/26644002/,迪丽热巴,"['张云龙', '高伟光', '马薇薇', '范湉湉', '中国大陆']"
Drama,The Good Fight             ,8.5,4663,http://www.imdb.com/title/tt5853176,15782,9.2,4997,傲骨之战,(尚未上映),,https://movie.douban.com/subject/26798481/,2017-02-19(美国),"['克里斯汀·芭伦斯基', '库什·珍宝', '萨拉·斯蒂尔', '露丝·莱斯利', '戴尔里·林多"
Family,Dear Dumb Diary  ,5.7,503,http://www.imdb.com/title/tt3102360,34,7.0,5003,傻丫头日记,(评价人数不足),,https://movie.douban.com/subject/25728565/,2013-09-06 00:00:00,"['美国', '傻丫头日记']"
Animation Short Fantasy,Golden Shot  ,7.4,27,http://www.imdb.com/title/tt5802952,38,7.7,5131,光之使命,(评价人数不足),,https://movie.douban.com/subject/26930121/,2015-03-20 00:00:00,"['土耳其 Turkey', 'Gökalp Gönen', '9分钟', '光之使命', '动画'"
Biography Crime Drama,Cleveland Abduction  ,6.7,2976,http://www.imdb.com/title/tt4262142,28,6.9,5172,克利夫兰绑架案,(评价人数不足),,https://movie.douban.com/subject/26383165/,2015-05-02 00:00:00,"['塔恩·曼宁', '雷蒙德·克鲁斯', 'Katie Sarife', '萨曼莎·德罗克', '美"
Animation Action Adventure,Quan Zhi Gao Shou             ,8.3,200,http://www.imdb.com/title/tt6859260,13127,8.2,5275,全职高手,(尚未上映),,https://movie.douban.com/subject/26859991/,2017-04-07(中国大陆),"['张杰', '叶清', '图特哈蒙', '宝木中阳', '中国大陆']"
Action Comedy Drama,Gongjo  ,6.5,404,http://www.imdb.com/title/tt5606538,6068,6.7,5441,共助,(尚未上映),,https://movie.douban.com/subject/26616145/,2017-01-18(韩国),"['玄彬', '柳海真', '林允儿', '金柱赫', '张荣男']"
Documentary Music,One More Time with Feeling  ,8.4,2162,http://www.imdb.com/title/tt5777628,51,8.6,5551,再一次体悟,(评价人数不足),,https://movie.douban.com/subject/26844242/,2016-09-05(威尼斯电影节),"['2016-09-02(英国)', '尼克·凯夫', 'Warren Ellis', '英国', "
Comedy Horror Sci-Fi,Severed Ties  ,5.7,515,http://www.imdb.com/title/tt0101368,28,6.5,5568,再生惊魂,(评价人数不足),,https://movie.douban.com/subject/1306304/,美国,"['Damon Santostefano', '再生惊魂', '恐怖', 'David Casci'"
Action Drama Sci-Fi,Legion             ,8.6,43459,http://www.imdb.com/title/tt5114356,11395,8.1,5651,军团,(尚未上映),,https://movie.douban.com/subject/26641716/,2017-02-08(美国),"['丹·史蒂文斯', '瑞秋·凯勒', '奥布瑞·普拉扎', '珍·斯马特', '凯蒂·阿赛尔顿']"
Drama History War,Da jun shi si ma yi zhi jun shi lian meng             ,8.2,20,http://www.imdb.com/title/tt7070302,42218,8.2,5657,军师联盟,(尚未上映),,https://movie.douban.com/subject/26605881/,吴秀波,"['李晨', '刘涛', '张钧甯', '翟天临', '王劲松']"
Documentary,Tsukamoto zukan  ,6.7,36,http://www.imdb.com/title/tt1029437,31,8.0,5678,冢本图鉴,(评价人数不足),,https://movie.douban.com/subject/3177069/,2006-03-17 00:00:00,"['塚本晋也', '日本', '村松正浩', '58 分鐘', '冢本图鉴']"
Action Adventure Horror,Ice Sharks  ,3.2,477,http://www.imdb.com/title/tt5901326,36,3.6,5745,冰川鲨鱼,(评价人数不足),,https://movie.douban.com/subject/26890667/,2016-07-26 00:00:00,"['Edward DeRuiter', 'Jenna Parker', 'Kaiwi Lyman-M"
Crime Drama Thriller,The Law of Vacant Places             ,8.9,3613,http://www.imdb.com/title/tt5223488,9726,8.4,5762,冰血暴第三季,(尚未上映),,https://movie.douban.com/subject/26671380/,伊万·麦克格雷格,"['凯莉·库恩', '玛丽·伊丽莎白·温斯特德', '斯科特·麦克纳里', '吉姆·加菲根', '大"
Animation Comedy Family,La guerre des tuques 3D  ,6.1,821,http://www.imdb.com/title/tt5143700,1626,6.1,5769,冰雪大作战,(评价人数不足),,https://movie.douban.com/subject/26681656/,2015-11-13(加拿大),"['Angela Galuppo', 'Mariloup Wolfe', 'Lucinda Davi"
Animation Adventure Comedy,Snezhnaya koroleva 2. Perezamorozka  ,6.2,1027,http://www.imdb.com/title/tt3477554,747,4.8,5774,冰雪女皇之冬日魔咒,(评价人数不足),,https://movie.douban.com/subject/26108086/,2014-12-11(英国),"['2015-01-01(俄罗斯)', '2016-12-31(中国大陆)', '伊莎贝拉·弗尔曼'"
Drama,Jue zhan shi shen  ,6.2,384,http://www.imdb.com/title/tt6315750,18182,4.7,5816,决战食神,(尚未上映),,https://movie.douban.com/subject/26711487/,2017-01-28(中国大陆),"['葛优', '谢霆锋', '唐嫣', '郑容和', '白冰']"
Documentary Comedy,Kevin Hart: What Now?  ,5.8,5732,http://www.imdb.com/title/tt4669186,148,6.3,5902,凯文·哈特：整点啥呢？,(评价人数不足),,https://movie.douban.com/subject/26707618/,2016-10-14(美国),"['2016-11-11(英国)', '凯文·哈特', '哈莉·贝瑞', '唐·钱德尔', '艾德·"
Documentary Biography Drama,Kate Plays Christine  ,6.4,620,http://www.imdb.com/title/tt5278592,61,7.6,5905,凯特扮演的克里斯汀,(评价人数不足),,https://movie.douban.com/subject/26679121/,2016-02-14(柏林影展),"['Dr. Steven C. Bovio', 'Stephanie Coatney', 'Mich"
Horror Thriller,Split  ,7.3,189915,http://www.imdb.com/title/tt4972582,37940,7.2,6028,分裂,(尚未上映),,https://movie.douban.com/subject/26600660/,2017-01-20(美国),"['詹姆斯·麦卡沃伊', '安雅·泰勒-乔伊', '海利·路·理查森', '布拉德·威廉姆·亨克',"
Horror,Don't Knock Twice  ,5.2,5525,http://www.imdb.com/title/tt3622110,1249,5.1,6188,别敲两次门,(尚未上映),,https://movie.douban.com/subject/26838641/,露西·宝通,"['凯缇·萨克霍夫', '哈维尔·博特', '尼克·莫兰', '英国', 'Caradog W. J"
Animation Action Drama,The Rent World             ,8.5,37,http://www.imdb.com/title/tt6754736,825,8.6,6301,剑风传奇次篇,(尚未上映),,https://movie.douban.com/subject/26876140/,2017-04,"['岩永洋昭', '樱井孝宏', '水原薫', '日笠阳子', '兴津和幸']"
Animation Action Adventure,Gekijo-ban Sword Art Online: Ordinal Scale  ,7.7,1284,http://www.imdb.com/title/tt5544384,842,7.4,6326,剧场版刀剑神域-Ordinal・Scale-,(尚未上映),,https://movie.douban.com/subject/26634179/,2017-02-18(日本),"['松冈祯丞', '户松遥', '伊藤加奈惠', '竹达彩奈', '日高里菜']"
Action Drama,Gekijô ban Enjin sentai gôonjâ VS Gekirenjâ  ,4.8,10,http://www.imdb.com/title/tt1344712,29,6.5,6337,剧场版炎神战队轰音者vs激气连者,(评价人数不足),,https://movie.douban.com/subject/3393902/,2009-01-24 00:00:00,"['古原靖久', '片岡信和', '逢沢りな', '碓井将大', '海老沢健次']"
Comedy Romance,Crown for Christmas  ,7.1,1764,http://www.imdb.com/title/tt5133572,89,5.7,6360,剩女童话,(评价人数不足),,https://movie.douban.com/subject/26678791/,2015-11-15 00:00:00,"['丹妮卡·麦凯拉', '鲁伯特·彭利-琼斯', 'Alexandra Evans', '美国', "
Comedy,Omaha             ,7.8,362,http://www.imdb.com/title/tt5654080,751,8.7,6375,副总统第六季,(尚未上映),,https://movie.douban.com/subject/26776810/,2017-04(美国),"['茱莉亚·路易斯-德瑞弗斯', '美国', '副总统', '副总统', '剧情']"
Action Adventure Comedy,Gong fu yu jia  ,5.3,3363,http://www.imdb.com/title/tt4217392,91658,5.1,6434,功夫瑜伽,(尚未上映),,https://movie.douban.com/subject/26182910/,2017-01-28(中国大陆),"['成龙', '李治廷', '张艺兴', '索努·苏德', '母其弥雅']"
Action Adventure Fantasy,Pirates of the Caribbean: Dead Men Tell No Tales  ,7.0,88478,http://www.imdb.com/title/tt1790809,133820,7.3,6443,加勒比海盗5：死无对证,(尚未上映),,https://movie.douban.com/subject/6311303/,2017-05-26(美国),"['约翰尼·德普', '卡雅·斯考达里奥', '奥兰多·布鲁姆', '布伦顿·思韦茨', '哈维尔·"
Romance Sci-Fi,The Bad Batch  ,5.5,3766,http://www.imdb.com/title/tt4334266,608,5.6,6490,劣质爱情,(评价人数不足),,https://movie.douban.com/subject/26348847/,2016-09(多伦多国际电影节),"['2016-09-06(威尼斯电影节)', '杰森·莫玛', '基努·里维斯', '金·凯瑞', "
Biography Drama History,The Zookeeper's Wife  ,7.0,9955,http://www.imdb.com/title/tt1730768,1967,6.8,6504,动物园长的夫人,(尚未上映),,https://movie.douban.com/subject/24522026/,2017-03-31(美国),"['杰西卡·查斯坦', '丹尼尔·布鲁赫', '伊多·戈德堡', '迈克尔·麦克埃尔哈顿', '安娜"
Action Fantasy,Dôbutsu Sentai Jûôjâ             ,8.1,46,http://www.imdb.com/title/tt5070040,42,7.3,6510,动物战队兽王者,(评价人数不足),,https://movie.douban.com/subject/26653378/,2016-02-14 00:00:00,"['中尾暢樹', '柳美稀', '南羽翔平', '渡邉剣', '立石晴香']"
,Vyzhit posle             ,6.3,119,http://www.imdb.com/title/tt3857398,43,6.8,6529,劫后余生,(评价人数不足),,https://movie.douban.com/subject/26764915/,2013-11-18(俄罗斯),"['伊琳娜·巴里诺娃', 'Евгения Розанова', 'Дмитрий Ендальце"
Comedy Drama,Short Skin - I dolori del giovane Edo  ,6.4,344,http://www.imdb.com/title/tt3976280,34,7.0,6598,包皮少年,(评价人数不足),,https://movie.douban.com/subject/25970737/,2014-08-30(威尼斯电影节),"['Matteo Creatini', 'Francesca Agostini', 'Nicola "
Drama Mystery,13 Reasons Why             ,8.5,114507,http://www.imdb.com/title/tt1837492,13061,8.2,6714,十三个原因第一季,(评价人数不足),,https://movie.douban.com/subject/6284624/,Katherine Langford,"['Christian Navarro', 'Michael Sadler', 'Justin Pr"
Documentary History War,Crusades: Crescent & the Cross  ,7.6,189,http://www.imdb.com/title/tt0487888,44,7.3,6801,十字军东征:新月与十字架,(评价人数不足),,https://movie.douban.com/subject/3244158/,2005-11-06 00:00:00,"['美国', 'Steffan Boje ....  producer', 'Richard Bra"
Action Crime Drama,Naam Hai Akira  ,5.9,2877,http://www.imdb.com/title/tt5465370,51,7.3,6803,十字架上的女人,(评价人数不足),,https://movie.douban.com/subject/26915919/,2016-09-02(印度),"['索娜什·辛哈 ', '阿努拉格·卡施亚普', '康柯纳·森·沙尔玛', 'Nandu Madha"
Drama Horror,Rings  ,4.5,22155,http://www.imdb.com/title/tt0498381,1811,4.7,6899,午夜凶铃3(美版),(尚未上映),,https://movie.douban.com/subject/1584991/,2017-02-03(美国),"['玛蒂尔达·鲁茨', '艾米·缇加登', '安德莉亚·鲍威尔', '约翰尼·盖尔克奇', '劳拉·"
